date,state,district,pincode,age_0_5,age_5_17,age_18_greater,total_enrollment,demo_age_5_17,demo_age_17_,bio_age_5_17,bio_age_17_,year,month,bio_age_17_plus,child_to_adult_ratio,total_updates,anomaly,total_population,biometric_per_enrollment
2025-11-09,Haryana,Panchkula,134109,1,0,0,1,7,24,13,8,2025,11,8,1.4444444444444444,21,False,31,21.0
2025-11-09,Haryana,Rewari,123301,3,0,0,3,4,2,3,2,2025,11,2,1.0,5,False,6,1.6666666666666667
2025-11-09,Haryana,Rewari,123501,4,0,0,4,4,15,16,10,2025,11,10,1.4545454545454546,26,False,19,6.5
2025-11-09,Haryana,Rohtak,124111,1,0,0,1,0,1,3,12,2025,11,12,0.2307692307692307,15,False,1,15.0
2025-11-09,Haryana,Rohtak,124401,6,0,0,6,1,6,7,6,2025,11,6,1.0,13,False,7,2.1666666666666665
2025-11-09,Haryana,Yamuna Nagar,135021,5,0,0,5,0,9,5,8,2025,11,8,0.5555555555555556,13,False,9,2.6
2025-11-09,Haryana,Yamuna Nagar,135103,3,0,0,3,7,10,22,32,2025,11,32,0.6666666666666666,54,False,17,18.0
2025-11-09,Himachal Pradesh,Bilaspur,174034,2,0,0,2,2,4,0,2,2025,11,2,0.0,2,False,6,1.0
2025-11-09,Himachal Pradesh,Chamba,176302,2,0,0,2,0,9,4,3,2025,11,3,1.0,7,False,9,3.5
2025-11-09,Himachal Pradesh,Chamba,176315,2,0,0,2,0,3,1,0,2025,11,0,1.0,1,False,3,0.5
2025-11-09,Himachal Pradesh,Chamba,176320,1,0,0,1,2,29,2,4,2025,11,4,0.4,6,False,31,6.0
2025-11-09,Himachal Pradesh,Hamirpur,177001,2,0,0,2,0,8,5,12,2025,11,12,0.3846153846153846,17,False,8,8.5
2025-11-09,Himachal Pradesh,Kangra,176021,1,0,0,1,0,2,0,2,2025,11,2,0.0,2,False,2,2.0
2025-11-09,Himachal Pradesh,Kangra,176101,1,0,0,1,1,2,3,1,2025,11,1,1.5,4,False,3,4.0
2025-11-09,Himachal Pradesh,Kullu,175101,2,0,1,3,1,24,3,1,2025,11,1,1.5,4,False,25,1.3333333333333333
2025-11-09,Himachal Pradesh,Mandi,174401,3,0,0,3,0,2,1,3,2025,11,3,0.25,4,False,2,1.3333333333333333
2025-11-09,Himachal Pradesh,Mandi,175011,1,0,0,1,0,2,3,7,2025,11,7,0.375,10,False,2,10.0
2025-11-09,Himachal Pradesh,Mandi,175124,1,0,0,1,1,7,18,28,2025,11,28,0.6206896551724138,46,False,8,46.0
2025-11-09,Himachal Pradesh,Shimla,171207,1,1,0,2,1,21,4,2,2025,11,2,1.3333333333333333,6,False,22,3.0
2025-11-09,Himachal Pradesh,Shimla,171209,1,0,0,1,0,6,6,3,2025,11,3,1.5,9,False,6,9.0
2025-11-09,Himachal Pradesh,Shimla,171211,1,0,0,1,1,28,2,4,2025,11,4,0.4,6,False,29,6.0
2025-11-09,Himachal Pradesh,Sirmaur,173020,1,0,0,1,0,0,0,2,2025,11,2,0.0,2,False,0,2.0
2025-11-09,Himachal Pradesh,Sirmaur,173025,4,0,0,4,3,30,20,19,2025,11,19,1.0,39,False,33,9.75
2025-11-09,Jammu And Kashmir,Bandipore,193502,8,1,0,9,8,22,29,9,2025,11,9,2.9,38,False,30,4.222222222222222
2025-11-09,Jammu And Kashmir,Bandipore,193503,10,1,0,11,0,9,1,1,2025,11,1,0.5,2,False,9,0.18181818181818182
2025-11-09,Jammu And Kashmir,Budgam,191113,1,0,0,1,2,9,12,8,2025,11,8,1.3333333333333333,20,False,11,20.0
2025-11-09,Jammu And Kashmir,Rajouri,185135,1,1,0,2,1,5,4,3,2025,11,3,1.0,7,False,6,3.5
2025-11-09,Jammu And Kashmir,Srinagar,190002,5,0,0,5,2,31,11,22,2025,11,22,0.4782608695652174,33,False,33,6.6
2025-11-09,Jammu And Kashmir,Srinagar,190012,3,0,0,3,0,6,3,4,2025,11,4,0.6,7,False,6,2.3333333333333335
2025-11-09,Jharkhand,Deoghar,814149,3,1,0,4,2,36,5,5,2025,11,5,0.8333333333333334,10,False,38,2.5
2025-11-09,Jharkhand,Dhanbad,828133,1,0,0,1,2,1,3,1,2025,11,1,1.5,4,False,3,4.0
2025-11-09,Jharkhand,Dumka,814148,1,2,0,3,1,38,0,11,2025,11,11,0.0,11,False,39,3.6666666666666665
2025-11-09,Jharkhand,Dumka,816103,1,1,0,2,4,14,16,30,2025,11,30,0.5161290322580645,46,False,18,23.0
2025-11-09,Jharkhand,East Singhbhum,832106,1,0,0,1,0,3,0,1,2025,11,1,0.0,1,False,3,1.0
2025-11-09,Jharkhand,Godda,814165,6,1,0,7,6,51,27,17,2025,11,17,1.5,44,False,57,6.285714285714286
2025-11-09,Jharkhand,Gumla,835324,5,2,0,7,5,60,15,38,2025,11,38,0.3846153846153846,53,False,65,7.571428571428571
2025-11-09,Jharkhand,Latehar,822119,3,0,0,3,5,52,1,0,2025,11,0,1.0,1,False,57,0.3333333333333333
2025-11-09,Jharkhand,Palamu,822101,2,1,0,3,2,22,13,5,2025,11,5,2.1666666666666665,18,False,24,6.0
2025-11-09,Jharkhand,Palamu,822110,12,4,0,16,6,86,39,46,2025,11,46,0.8297872340425532,85,False,92,5.3125
2025-11-09,Jharkhand,Ramgarh,825101,6,1,0,7,5,44,9,16,2025,11,16,0.5294117647058824,25,False,49,3.5714285714285716
2025-11-09,Jharkhand,Ranchi,829209,1,1,0,2,1,1,1,0,2025,11,0,1.0,1,False,2,0.5
2025-11-09,Jharkhand,West Singhbhum,833215,5,4,0,9,2,42,19,27,2025,11,27,0.6785714285714286,46,False,44,5.111111111111111
2025-11-09,Karnataka,Bagalkot,587103,2,0,0,2,4,8,2,5,2025,11,5,0.3333333333333333,7,False,12,3.5
2025-11-09,Karnataka,Bagalkot,587207,1,0,0,1,0,6,1,0,2025,11,0,1.0,1,False,6,1.0
2025-11-09,Karnataka,Belagavi,590003,1,1,0,2,0,11,3,0,2025,11,0,3.0,3,False,11,1.5
2025-11-09,Karnataka,Belagavi,591136,1,0,0,1,1,0,1,0,2025,11,0,1.0,1,False,1,1.0
2025-11-09,Karnataka,Belagavi,591237,5,0,0,5,1,6,3,2,2025,11,2,1.0,5,False,7,1.0
2025-11-09,Karnataka,Bengaluru,562125,0,1,0,1,2,12,0,5,2025,11,5,0.0,5,False,14,5.0
2025-11-09,Karnataka,Bidar,585327,5,0,0,5,10,22,3,9,2025,11,9,0.3,12,False,32,2.4
2025-11-09,Karnataka,Bidar,585401,2,0,0,2,0,12,12,11,2025,11,11,1.0,23,False,12,11.5
2025-11-09,Karnataka,Bijapur,586117,0,1,0,1,1,11,0,8,2025,11,8,0.0,8,False,12,8.0
2025-11-09,Karnataka,Bijapur,586217,1,0,0,1,0,5,3,5,2025,11,5,0.5,8,False,5,8.0
2025-11-09,Karnataka,Chitradurga,577511,2,0,0,2,1,10,0,1,2025,11,1,0.0,1,False,11,0.5
2025-11-09,Karnataka,Chitradurga,577517,1,0,0,1,1,5,3,3,2025,11,3,0.75,6,False,6,6.0
2025-11-09,Karnataka,Chitradurga,577540,2,0,0,2,1,2,5,7,2025,11,7,0.625,12,False,3,6.0
2025-11-09,Karnataka,Dakshina Kannada,574146,1,0,0,1,0,3,0,2,2025,11,2,0.0,2,False,3,2.0
2025-11-09,Karnataka,Dakshina Kannada,574224,1,0,0,1,1,3,1,3,2025,11,3,0.25,4,False,4,4.0
2025-11-09,Karnataka,Dakshina Kannada,575010,1,0,0,1,0,1,0,1,2025,11,1,0.0,1,False,1,1.0
2025-11-09,Karnataka,Haveri,581112,1,0,0,1,0,3,0,4,2025,11,4,0.0,4,False,3,4.0
2025-11-09,Karnataka,Haveri,581208,1,1,0,2,1,16,8,7,2025,11,7,1.0,15,False,17,7.5
2025-11-09,Karnataka,Kolar,563113,1,0,0,1,0,4,4,4,2025,11,4,0.8,8,False,4,8.0
2025-11-09,Karnataka,Kolar,563121,1,0,0,1,1,11,3,2,2025,11,2,1.0,5,False,12,5.0
2025-11-09,Karnataka,Koppal,583232,1,0,0,1,1,21,7,5,2025,11,5,1.1666666666666667,12,False,22,12.0
2025-11-09,Karnataka,Koppal,583283,1,0,0,1,0,20,12,8,2025,11,8,1.3333333333333333,20,False,20,20.0
2025-11-09,Karnataka,Raichur,584116,2,1,0,3,4,19,8,12,2025,11,12,0.6153846153846154,20,False,23,6.666666666666667
2025-11-09,Karnataka,Shimoga,577427,3,0,0,3,1,14,6,16,2025,11,16,0.3529411764705882,22,False,15,7.333333333333333
2025-11-09,Karnataka,Tumakuru,572213,1,0,0,1,1,0,1,0,2025,11,0,1.0,1,False,1,1.0
2025-11-09,Karnataka,Udupi,576111,1,0,0,1,1,1,2,0,2025,11,0,2.0,2,False,2,2.0
2025-11-09,Karnataka,Yadgir,585290,2,1,0,3,7,24,1,2,2025,11,2,0.3333333333333333,3,False,31,1.0
2025-11-09,Karnataka,Yadgir,585315,2,1,0,3,0,10,2,5,2025,11,5,0.3333333333333333,7,False,10,2.3333333333333335
2025-11-09,Karnataka,Yadgir,585201,1,0,0,1,0,3,7,3,2025,11,3,1.75,10,False,3,10.0
2025-11-09,Kerala,Alappuzha,690110,1,0,0,1,1,2,2,4,2025,11,4,0.4,6,False,3,6.0
2025-11-09,Kerala,Ernakulam,682002,2,0,0,2,0,14,2,11,2025,11,11,0.1666666666666666,13,False,14,6.5
2025-11-09,Kerala,Ernakulam,682305,1,0,0,1,3,5,2,5,2025,11,5,0.3333333333333333,7,False,8,7.0
2025-11-09,Kerala,Ernakulam,682502,1,0,0,1,0,3,1,3,2025,11,3,0.25,4,False,3,4.0
2025-11-09,Kerala,Ernakulam,683110,2,0,0,2,0,6,1,4,2025,11,4,0.2,5,False,6,2.5
2025-11-09,Kerala,Ernakulam,683520,1,0,0,1,2,4,2,5,2025,11,5,0.3333333333333333,7,False,6,7.0
2025-11-09,Kerala,Ernakulam,683547,2,2,0,4,3,6,4,3,2025,11,3,1.0,7,False,9,1.75
2025-11-09,Kerala,Idukki,685552,2,0,0,2,0,3,2,3,2025,11,3,0.5,5,False,3,2.5
2025-11-09,Kerala,Idukki,685590,2,0,0,2,1,3,0,1,2025,11,1,0.0,1,False,4,0.5
2025-11-09,Kerala,Kannur,670003,1,0,0,1,0,12,4,5,2025,11,5,0.6666666666666666,9,False,12,9.0
2025-11-09,Kerala,Kannur,670353,1,0,0,1,1,1,0,2,2025,11,2,0.0,2,False,2,2.0
2025-11-09,Kerala,Kannur,670604,1,0,0,1,0,3,0,6,2025,11,6,0.0,6,False,3,6.0
2025-11-09,Kerala,Kasaragod,671312,1,0,0,1,0,6,0,3,2025,11,3,0.0,3,False,6,3.0
2025-11-09,Kerala,Kollam,691004,2,1,0,3,2,11,2,7,2025,11,7,0.25,9,False,13,3.0
2025-11-09,Kerala,Kollam,691333,0,1,0,1,1,8,6,5,2025,11,5,1.0,11,False,9,11.0
2025-11-09,Kerala,Kollam,691533,2,0,0,2,1,9,2,5,2025,11,5,0.3333333333333333,7,False,10,3.5
2025-11-09,Kerala,Kollam,691573,1,0,0,1,2,2,0,1,2025,11,1,0.0,1,False,4,1.0
2025-11-09,Kerala,Kollam,691577,1,0,0,1,3,8,3,9,2025,11,9,0.3,12,False,11,12.0
2025-11-09,Kerala,Kottayam,686516,0,1,0,1,0,3,0,1,2025,11,1,0.0,1,False,3,1.0
2025-11-09,Kerala,Kottayam,686541,1,0,0,1,1,5,3,1,2025,11,1,1.5,4,False,6,4.0
2025-11-09,Kerala,Kottayam,686542,1,0,0,1,0,2,2,3,2025,11,3,0.5,5,False,2,5.0
2025-11-09,Kerala,Kottayam,686605,3,0,0,3,0,8,7,10,2025,11,10,0.6363636363636364,17,False,8,5.666666666666667
2025-11-09,Kerala,Kozhikode,673513,1,0,0,1,1,7,0,3,2025,11,3,0.0,3,False,8,3.0
2025-11-09,Kerala,Kozhikode,673525,1,0,0,1,2,7,6,9,2025,11,9,0.6,15,False,9,15.0
2025-11-09,Kerala,Kozhikode,673614,1,1,0,2,3,17,12,15,2025,11,15,0.75,27,False,20,13.5
2025-11-09,Kerala,Malappuram,676302,3,0,0,3,6,40,6,6,2025,11,6,0.8571428571428571,12,False,46,4.0
2025-11-09,Kerala,Malappuram,679322,0,3,0,3,4,25,7,5,2025,11,5,1.1666666666666667,12,False,29,4.0
2025-11-09,Kerala,Malappuram,679323,1,1,0,2,2,7,3,6,2025,11,6,0.4285714285714285,9,False,9,4.5
2025-11-09,Kerala,Malappuram,679339,3,2,0,5,6,22,11,5,2025,11,5,1.8333333333333333,16,False,28,3.2
2025-11-09,Kerala,Malappuram,679577,2,0,0,2,0,9,1,5,2025,11,5,0.1666666666666666,6,False,9,3.0
2025-11-09,Kerala,Malappuram,679586,1,0,0,1,0,5,0,5,2025,11,5,0.0,5,False,5,5.0
2025-11-09,Kerala,Palakkad,678004,1,0,0,1,1,10,7,16,2025,11,16,0.4117647058823529,23,False,11,23.0
2025-11-09,Kerala,Palakkad,678583,0,1,0,1,1,17,9,16,2025,11,16,0.5294117647058824,25,False,18,25.0
2025-11-09,Kerala,Palakkad,679337,1,0,0,1,0,7,2,1,2025,11,1,1.0,3,False,7,3.0
2025-11-09,Kerala,Palakkad,679514,1,0,0,1,0,1,1,0,2025,11,0,1.0,1,False,1,1.0
2025-11-09,Kerala,Palakkad,679536,1,0,0,1,1,9,3,5,2025,11,5,0.5,8,False,10,8.0
2025-11-09,Kerala,Pathanamthitta,691554,1,0,0,1,1,8,1,4,2025,11,4,0.2,5,False,9,5.0
2025-11-09,Kerala,Thiruvananthapuram,695581,1,0,0,1,2,2,1,2,2025,11,2,0.3333333333333333,3,False,4,3.0
2025-11-09,Kerala,Thiruvananthapuram,695614,1,0,0,1,0,3,3,1,2025,11,1,1.5,4,False,3,4.0
2025-11-09,Kerala,Thrissur,680027,1,0,0,1,0,1,0,3,2025,11,3,0.0,3,False,1,3.0
2025-11-09,Kerala,Thrissur,680121,0,1,0,1,0,6,2,5,2025,11,5,0.3333333333333333,7,False,6,7.0
2025-11-09,Kerala,Thrissur,680569,0,1,0,1,2,7,3,9,2025,11,9,0.3,12,False,9,12.0
2025-11-09,Kerala,Thrissur,680699,1,0,0,1,1,8,2,10,2025,11,10,0.1818181818181818,12,False,9,12.0
2025-11-09,Kerala,Thrissur,680721,2,0,0,2,1,9,1,24,2025,11,24,0.04,25,False,10,12.5
2025-11-09,Kerala,Thrissur,680732,1,0,0,1,0,6,2,4,2025,11,4,0.4,6,False,6,6.0
2025-11-09,Kerala,Wayanad,670721,2,0,0,2,1,6,3,11,2025,11,11,0.25,14,False,7,7.0
2025-11-09,Kerala,Wayanad,673575,1,0,0,1,1,6,3,8,2025,11,8,0.3333333333333333,11,False,7,11.0
2025-11-09,Madhya Pradesh,Alirajpur,457887,9,2,0,11,2,34,55,31,2025,11,31,1.71875,86,False,36,7.818181818181818
2025-11-09,Madhya Pradesh,Balaghat,481115,6,0,0,6,7,23,13,18,2025,11,18,0.6842105263157895,31,False,30,5.166666666666667
2025-11-09,Madhya Pradesh,Balaghat,481224,5,0,0,5,2,13,3,2,2025,11,2,1.0,5,False,15,1.0
2025-11-09,Madhya Pradesh,Betul,460440,5,1,0,6,4,30,32,52,2025,11,52,0.6037735849056604,84,False,34,14.0
2025-11-09,Madhya Pradesh,Bhind,477222,2,2,0,4,4,19,19,6,2025,11,6,2.7142857142857144,25,False,23,6.25
2025-11-09,Madhya Pradesh,Bhind,477449,1,0,0,1,1,9,7,2,2025,11,2,2.333333333333333,9,False,10,9.0
2025-11-09,Madhya Pradesh,Bhopal,462004,3,0,0,3,0,4,1,0,2025,11,0,1.0,1,False,4,0.3333333333333333
2025-11-09,Madhya Pradesh,Bhopal,462024,2,0,0,2,2,5,4,9,2025,11,9,0.4,13,False,7,6.5
2025-11-09,Madhya Pradesh,Bhopal,463106,5,0,0,5,3,16,13,25,2025,11,25,0.5,38,False,19,7.6
2025-11-09,Madhya Pradesh,Burhanpur,450331,25,2,0,27,18,75,73,125,2025,11,125,0.5793650793650794,198,False,93,7.333333333333333
2025-11-09,Madhya Pradesh,Damoh,470663,1,0,0,1,4,29,10,12,2025,11,12,0.7692307692307693,22,False,33,22.0
2025-11-09,Madhya Pradesh,Dhar,454010,4,2,0,6,1,25,7,26,2025,11,26,0.2592592592592592,33,False,26,5.5
2025-11-09,Madhya Pradesh,Gwalior,474006,10,1,1,12,7,69,42,40,2025,11,40,1.024390243902439,82,False,76,6.833333333333333
2025-11-09,Madhya Pradesh,Gwalior,474011,1,0,0,1,8,24,17,18,2025,11,18,0.8947368421052632,35,False,32,35.0
2025-11-09,Madhya Pradesh,Indore,452020,4,0,0,4,5,32,22,23,2025,11,23,0.9166666666666666,45,False,37,11.25
2025-11-09,Madhya Pradesh,Jabalpur,482056,1,1,0,2,1,4,4,4,2025,11,4,0.8,8,False,5,4.0
2025-11-09,Madhya Pradesh,Katni,483501,18,3,0,21,22,119,99,90,2025,11,90,1.0879120879120878,189,False,141,9.0
2025-11-09,Madhya Pradesh,Maihar,485881,1,0,0,1,0,11,1,2,2025,11,2,0.3333333333333333,3,False,11,3.0
2025-11-09,Madhya Pradesh,Morena,476229,9,3,0,12,7,55,48,38,2025,11,38,1.2307692307692308,86,False,62,7.166666666666667
2025-11-09,Madhya Pradesh,Panna,488058,5,1,0,6,5,16,12,17,2025,11,17,0.6666666666666666,29,False,21,4.833333333333333
2025-11-09,Madhya Pradesh,Raisen,464776,3,1,0,4,1,1,1,4,2025,11,4,0.2,5,False,2,1.25
2025-11-09,Madhya Pradesh,Raisen,464986,2,1,0,3,3,16,24,31,2025,11,31,0.75,55,False,19,18.333333333333332
2025-11-09,Madhya Pradesh,Rajgarh,465661,6,2,0,8,13,18,38,36,2025,11,36,1.027027027027027,74,False,31,9.25
2025-11-09,Madhya Pradesh,Rewa,486002,2,0,0,2,2,2,1,1,2025,11,1,0.5,2,False,4,1.0
2025-11-09,Madhya Pradesh,Rewa,486445,7,0,0,7,5,30,26,20,2025,11,20,1.238095238095238,46,False,35,6.571428571428571
2025-11-09,Madhya Pradesh,Satna,485221,7,1,0,8,1,28,8,12,2025,11,12,0.6153846153846154,20,False,29,2.5
2025-11-09,Madhya Pradesh,Seoni,480661,20,1,0,21,7,65,37,34,2025,11,34,1.0571428571428572,71,False,72,3.380952380952381
2025-11-09,Madhya Pradesh,Seoni,480667,7,0,0,7,1,22,10,14,2025,11,14,0.6666666666666666,24,False,23,3.4285714285714284
2025-11-09,Madhya Pradesh,Shajapur,465337,19,1,0,20,1,10,29,47,2025,11,47,0.6041666666666666,76,False,11,3.8
2025-11-09,Madhya Pradesh,Singrauli,486892,2,0,0,2,5,40,13,18,2025,11,18,0.6842105263157895,31,False,45,15.5
2025-11-09,Madhya Pradesh,Tikamgarh,472445,3,0,0,3,0,8,2,8,2025,11,8,0.2222222222222222,10,False,8,3.3333333333333335
2025-11-09,Madhya Pradesh,Ujjain,456001,13,0,0,13,5,45,95,31,2025,11,31,2.96875,126,False,50,9.692307692307692
2025-11-09,Madhya Pradesh,Ujjain,456443,8,1,0,9,4,16,20,23,2025,11,23,0.8333333333333334,43,False,20,4.777777777777778
2025-11-09,Madhya Pradesh,Umaria,484551,21,0,0,21,4,11,13,13,2025,11,13,0.9285714285714286,26,False,15,1.2380952380952381
2025-11-09,Madhya Pradesh,Vidisha,464337,1,0,0,1,3,8,13,16,2025,11,16,0.7647058823529411,29,False,11,29.0
2025-11-09,Madhya Pradesh,West Nimar,451441,2,1,0,3,0,4,1,0,2025,11,0,1.0,1,False,4,0.3333333333333333
2025-11-09,Maharashtra,Ahmadnagar,413205,1,0,0,1,2,4,6,7,2025,11,7,0.75,13,False,6,13.0
2025-11-09,Maharashtra,Ahmadnagar,413706,6,0,0,6,3,7,30,10,2025,11,10,2.727272727272727,40,False,10,6.666666666666667
2025-11-09,Maharashtra,Ahmadnagar,413709,4,0,0,4,6,21,28,29,2025,11,29,0.9333333333333332,57,False,27,14.25
2025-11-09,Maharashtra,Ahmadnagar,413715,3,0,0,3,0,8,26,11,2025,11,11,2.1666666666666665,37,False,8,12.333333333333334
2025-11-09,Maharashtra,Ahmadnagar,414106,1,0,0,1,1,6,23,18,2025,11,18,1.2105263157894737,41,False,7,41.0
2025-11-09,Maharashtra,Ahmadnagar,414301,0,1,0,1,1,6,11,6,2025,11,6,1.5714285714285714,17,False,7,17.0
2025-11-09,Maharashtra,Ahmadnagar,423603,1,0,0,1,0,4,7,4,2025,11,4,1.4,11,False,4,11.0
2025-11-09,Maharashtra,Akola,444101,5,0,0,5,4,42,87,28,2025,11,28,3.0,115,False,46,23.0
2025-11-09,Maharashtra,Amravati,444604,3,1,0,4,2,5,18,14,2025,11,14,1.2,32,False,7,8.0
2025-11-09,Maharashtra,Aurangabad,431103,3,1,0,4,2,39,84,40,2025,11,40,2.048780487804878,124,False,41,31.0
2025-11-09,Maharashtra,Bhandara,441804,1,0,0,1,1,17,36,23,2025,11,23,1.5,59,False,18,59.0
2025-11-09,Maharashtra,Bhandara,441805,2,0,0,2,2,3,6,12,2025,11,12,0.4615384615384615,18,False,5,9.0
2025-11-09,Maharashtra,Bhandara,441906,2,0,0,2,0,10,12,13,2025,11,13,0.8571428571428571,25,False,10,12.5
2025-11-09,Maharashtra,Bhandara,441913,1,0,0,1,1,5,1,3,2025,11,3,0.25,4,False,6,4.0
2025-11-09,Maharashtra,Buldhana,443308,1,0,0,1,1,3,48,7,2025,11,7,6.0,55,False,4,55.0
2025-11-09,Maharashtra,Buldhana,444203,1,2,0,3,1,8,50,24,2025,11,24,2.0,74,False,9,24.666666666666668
2025-11-09,Maharashtra,Chandrapur,441215,2,0,0,2,1,7,6,7,2025,11,7,0.75,13,False,8,6.5
2025-11-09,Maharashtra,Chandrapur,442902,1,0,0,1,0,5,20,22,2025,11,22,0.8695652173913043,42,False,5,42.0
2025-11-09,Maharashtra,Chandrapur,442903,3,0,0,3,0,17,20,28,2025,11,28,0.6896551724137931,48,False,17,16.0
2025-11-09,Maharashtra,Chandrapur,442904,3,0,0,3,0,6,9,3,2025,11,3,2.25,12,False,6,4.0
2025-11-09,Maharashtra,Dhule,424005,0,1,0,1,0,5,19,7,2025,11,7,2.375,26,False,5,26.0
2025-11-09,Maharashtra,Dhule,424304,1,1,0,2,5,22,55,79,2025,11,79,0.6875,134,False,27,67.0
2025-11-09,Maharashtra,Dhule,424307,1,1,0,2,1,4,9,14,2025,11,14,0.6,23,False,5,11.5
2025-11-09,Maharashtra,Dhule,424308,2,1,0,3,1,2,12,14,2025,11,14,0.8,26,False,3,8.666666666666666
2025-11-09,Maharashtra,Dhule,425428,5,2,0,7,2,17,50,8,2025,11,8,5.555555555555555,58,False,19,8.285714285714286
2025-11-09,Maharashtra,Gadchiroli,441208,2,0,0,2,0,3,7,14,2025,11,14,0.4666666666666667,21,False,3,10.5
2025-11-09,Maharashtra,Gondiya,441614,8,0,0,8,9,31,67,61,2025,11,61,1.0806451612903225,128,False,40,16.0
2025-11-09,Maharashtra,Gondiya,441807,0,1,0,1,0,15,25,24,2025,11,24,1.0,49,False,15,49.0
2025-11-09,Maharashtra,Hingoli,431509,1,0,0,1,1,5,7,8,2025,11,8,0.7777777777777778,15,False,6,15.0
2025-11-09,Maharashtra,Hingoli,431542,6,0,0,6,1,20,85,47,2025,11,47,1.7708333333333333,132,False,21,22.0
2025-11-09,Maharashtra,Jalgaon,425107,6,2,0,8,11,29,75,37,2025,11,37,1.973684210526316,112,False,40,14.0
2025-11-09,Maharashtra,Jalgaon,425402,1,0,0,1,0,2,3,12,2025,11,12,0.2307692307692307,15,False,2,15.0
2025-11-09,Maharashtra,Jalna,431504,1,0,0,1,1,25,37,56,2025,11,56,0.6491228070175439,93,False,26,93.0
2025-11-09,Maharashtra,Kolhapur,416005,2,0,0,2,1,14,23,16,2025,11,16,1.3529411764705883,39,False,15,19.5
2025-11-09,Maharashtra,Kolhapur,416122,5,1,0,6,2,4,23,13,2025,11,13,1.6428571428571428,36,False,6,6.0
2025-11-09,Maharashtra,Kolhapur,416203,1,0,0,1,0,4,28,20,2025,11,20,1.3333333333333333,48,False,4,48.0
2025-11-09,Maharashtra,Kolhapur,416215,1,0,0,1,0,1,7,0,2025,11,0,7.0,7,False,1,7.0
2025-11-09,Maharashtra,Latur,413517,11,3,0,14,7,54,68,66,2025,11,66,1.0149253731343284,134,False,61,9.571428571428571
2025-11-09,Maharashtra,Mumbai,400060,9,0,0,9,0,16,16,24,2025,11,24,0.64,40,False,16,4.444444444444445
2025-11-09,Maharashtra,Nagpur,440013,5,0,0,5,3,25,41,18,2025,11,18,2.1578947368421053,59,False,28,11.8
2025-11-09,Maharashtra,Nagpur,440015,1,3,0,4,3,14,5,8,2025,11,8,0.5555555555555556,13,False,17,3.25
2025-11-09,Maharashtra,Nagpur,440026,5,2,0,7,5,36,35,28,2025,11,28,1.206896551724138,63,False,41,9.0
2025-11-09,Maharashtra,Nagpur,441106,1,0,0,1,0,19,17,53,2025,11,53,0.3148148148148148,70,False,19,70.0
2025-11-09,Maharashtra,Nagpur,441401,3,0,0,3,4,25,21,36,2025,11,36,0.5675675675675675,57,False,29,19.0
2025-11-09,Maharashtra,Nanded,431603,3,0,0,3,3,10,17,24,2025,11,24,0.68,41,False,13,13.666666666666666
2025-11-09,Maharashtra,Nanded,431605,4,1,0,5,3,24,101,42,2025,11,42,2.3488372093023258,143,False,27,28.6
2025-11-09,Maharashtra,Nanded,431721,2,0,0,2,4,30,17,27,2025,11,27,0.6071428571428571,44,False,34,22.0
2025-11-09,Maharashtra,Nandurbar,425416,5,0,0,5,0,10,19,24,2025,11,24,0.76,43,False,10,8.6
2025-11-09,Maharashtra,Nandurbar,425418,1,0,0,1,0,11,53,52,2025,11,52,1.0,105,False,11,105.0
2025-11-09,Maharashtra,Nashik,422003,10,3,0,13,9,71,87,94,2025,11,94,0.9157894736842104,181,False,80,13.923076923076923
2025-11-09,Maharashtra,Nashik,422010,5,1,0,6,4,42,69,41,2025,11,41,1.6428571428571428,110,False,46,18.333333333333332
2025-11-09,Maharashtra,Nashik,422304,2,0,0,2,0,3,67,9,2025,11,9,6.7,76,False,3,38.0
2025-11-09,Maharashtra,Nashik,422401,1,1,0,2,1,4,5,10,2025,11,10,0.4545454545454545,15,False,5,7.5
2025-11-09,Maharashtra,Nashik,423501,2,1,0,3,3,11,48,35,2025,11,35,1.3333333333333333,83,False,14,27.666666666666668
2025-11-09,Maharashtra,Pune,411041,5,2,0,7,4,37,21,19,2025,11,19,1.05,40,False,41,5.714285714285714
2025-11-09,Maharashtra,Pune,412207,18,2,0,20,2,25,14,13,2025,11,13,1.0,27,False,27,1.35
2025-11-09,Maharashtra,Pune,412219,1,0,0,1,0,5,1,4,2025,11,4,0.2,5,False,5,5.0
2025-11-09,Maharashtra,Pune,412308,2,2,0,4,2,25,21,9,2025,11,9,2.1,30,False,27,7.5
2025-11-09,Maharashtra,Pune,413133,2,0,0,2,1,6,0,6,2025,11,6,0.0,6,False,7,3.0
2025-11-09,Maharashtra,Raigad,410206,4,2,0,6,6,74,5,7,2025,11,7,0.625,12,False,80,2.0
2025-11-09,Maharashtra,Raigad,410209,1,1,0,2,0,13,1,1,2025,11,1,0.5,2,False,13,1.0
2025-11-09,Maharashtra,Ratnagiri,415727,2,0,0,2,0,1,11,8,2025,11,8,1.2222222222222223,19,False,1,9.5
2025-11-09,Maharashtra,Sangli,415308,3,0,0,3,1,3,9,1,2025,11,1,4.5,10,False,4,3.3333333333333335
2025-11-09,Maharashtra,Sangli,416402,3,0,0,3,2,5,12,4,2025,11,4,2.4,16,False,7,5.333333333333333
